CD_TIPO,FL_PARADO,FL_PROGRAMAR,ID_CLIENTE,CD_MAQUINA,SQ_CHECKITEM,NR_ORDEM,DS_INSPECAO,DS_OBS,DT_CKECKITEM,DT_INICIO,DT_TERMINO,TP_RECORRENCIA,QT_RECORRENCIA,ST_CHECKITEM,ID_CKOS
PRE,N,S,1,VIRADOR01,3899,12,Verificar rolamento da roda dianteira,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RSM,1,A,8
PRE,N,S,1,VIRADOR01,3900,13,Trocar o óleo de transmissão,Tellus 68,2011-08-26T17:17:53,2011-08-26T17:17:53,,RSM,1,A,9
PRE,N,S,1,VIRADOR01,3901,14,Verificar rolamento do motor de elevação,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RSM,1,A,10
PRE,N,S,1,VIRADOR01,3902,15,Verificar rolamento do motor de tração,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RSM,1,A,3
PRE,N,S,1,VIRADOR01,3903,16,Trocar o óleo hidráulico,Tellus 68,2011-08-26T17:17:53,2011-08-26T17:17:53,,RSM,1,A,5
PRE,N,S,1,VIRADOR01,3904,17,Trocar o filtro do óleo hidráulico,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RSM,1,A,6
PRE,N,S,1,VIRADOR02,3905,1,Verificar buzina e IDB,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3906,2,Verificar nível da água da bateria,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3907,3,Verificar mangueira hidráulicas,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3908,4,Verificar chicote de comando elétrico,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3909,5,Verificar cabos de potência,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3910,6,Lubrificar corrente de elevação,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3911,7,Lubrificar torre de elevação,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3912,8,Regular rodas de apoio,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RME,1,A,1
PRE,N,S,1,VIRADOR02,3913,9,Verificar kits contatores elétricos,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RTM,1,A,2
PRE,N,S,1,VIRADOR02,3914,10,Verificar escovas de grafifte do motor de tração,,2011-08-26T17:17:53,2011-08-26T17:17:53,,RTM,1,A,4
PRE,N,S,1,VIRADOR02,3915,11,Verificar escovas de grafite do motor de elevação,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RTM,1,A,7
PRE,N,S,1,VIRADOR02,3916,12,Verificar rolamento da roda dianteira,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RSM,1,A,8
PRE,N,S,1,VIRADOR02,3917,13,Trocar o óleo de transmissão,Tellus 68,2011-08-26T17:17:54,2011-08-26T17:17:54,,RSM,1,A,9
PRE,N,S,1,VIRADOR02,3918,14,Verificar rolamento do motor de elevação,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RSM,1,A,10
PRE,N,S,1,VIRADOR02,3919,15,Verificar rolamento do motor de tração,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RSM,1,A,3
PRE,N,S,1,VIRADOR02,3920,16,Trocar o óleo hidráulico,Tellus 68,2011-08-26T17:17:54,2011-08-26T17:17:54,,RSM,1,A,5
PRE,N,S,1,VIRADOR02,3921,17,Trocar o filtro do óleo hidráulico,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RSM,1,A,6
PRE,N,S,1,COMP_AR01,3930,1,Verificar o nível do óleo,Chicago CP-46,2011-08-26T17:17:54,2011-08-26T17:17:54,,RME,1,A,1
PRE,N,S,1,COMP_AR01,3931,2,Verificar a temperatura (< 110ºC),,2011-08-26T17:17:54,2011-08-26T17:17:54,,RME,1,A,1
PRE,N,S,1,COMP_AR01,3932,3,Verificar o filtro de ar,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RME,1,A,1
PRE,N,S,1,COMP_AR01,3933,4,Verificar a corrente do motor,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RME,1,A,1
PRE,N,S,1,COMP_AR01,3934,5,Engraxar os rolamentos do motor,Molicote BR-Z,2011-08-26T17:17:54,2011-08-26T17:17:54,,RME,1,A,1
PRE,N,S,1,COMP_AR01,3935,6,Trocar o filtro de ar e óleo,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RME,1,A,1
PRE,N,S,1,COMP_AR01,3936,7,Limpeza geral (interna / externa),Pano,2011-08-26T17:17:54,2011-08-26T17:17:54,,RME,1,A,1
PRE,N,S,1,COMP_AR01,3937,8,Teste na válvula de segurança,,2011-08-26T17:17:54,2011-08-26T17:17:54,,RSM,1,A,3
PRE,N,S,1,COMP_AR01,3938,9,Trocar o óleo,Chicago CP-46,2011-08-26T17:17:54,2011-08-26T17:17:54,,RAN,1,A,4
PRE,N,S,1,COMP_AR01,3939,10,Trocar o elemento separador de óleo,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,5
PRE,N,S,1,COMP_AR01,3940,11,Verificar o sistema elétrico (reapertar os terminais e cabos),,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,6
PRE,N,S,1,COMP_AR01,3941,12,Revisão Mecânica,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,7
PRE,N,S,1,COMP_AR01,3942,13,Revisão Elétrica,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,8
PRE,N,S,1,COMP_AR01,3943,14,Revisão Pneumática,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,2
PRE,N,S,1,COMP_AR02,3944,1,Verificar o nível do óleo,Chicago CP-46,2011-08-26T17:17:55,2011-08-26T17:17:55,,RME,1,A,1
PRE,N,S,1,COMP_AR02,3945,2,Verificar a temperatura (< 110ºC),,2011-08-26T17:17:55,2011-08-26T17:17:55,,RME,1,A,1
PRE,N,S,1,COMP_AR02,3946,3,Verificar o filtro de ar,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RME,1,A,1
PRE,N,S,1,COMP_AR02,3947,4,Verificar a corrente do motor,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RME,1,A,1
PRE,N,S,1,COMP_AR02,3948,5,Engraxar os rolamentos do motor,Molicote BR-Z,2011-08-26T17:17:55,2011-08-26T17:17:55,,RME,1,A,1
PRE,N,S,1,COMP_AR02,3949,6,Trocar o filtro de ar e óleo,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RME,1,A,1
PRE,N,S,1,COMP_AR02,3950,7,Limpeza geral (interna / externa),Pano,2011-08-26T17:17:55,2011-08-26T17:17:55,,RME,1,A,1
PRE,N,S,1,COMP_AR02,3951,8,Teste na válvula de segurança,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RSM,1,A,3
PRE,N,S,1,COMP_AR02,3952,9,Trocar o óleo,Chicago CP-46,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,4
PRE,N,S,1,COMP_AR02,3953,10,Trocar o elemento separador de óleo,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,5
PRE,N,S,1,COMP_AR02,3954,11,Verificar o sistema elétrico (reapertar os terminais e cabos),,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,6
PRE,N,S,1,COMP_AR02,3955,12,Revisão Mecânica,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,7
PRE,N,S,1,COMP_AR02,3956,13,Revisão Elétrica,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,8
PRE,N,S,1,COMP_AR02,3957,14,Revisão Pneumática,,2011-08-26T17:17:55,2011-08-26T17:17:55,,RAN,1,A,2
PRE,N,S,1,SEC_AR01,3972,1,Verificar as lâmpadas de sinalização,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR01,3973,2,Limpar o filtro do dreno de condensados,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR01,3974,3,Limpar as aletas do condensador,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR01,3975,4,Limpeza geral,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR01,3976,5,Revisão Mecânica,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RTM,1,A,2
PRE,N,S,1,SEC_AR01,3977,6,Revisão Elétrica,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RTM,1,A,3
PRE,N,S,1,SEC_AR01,3978,7,Revisão Pneumática,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RTM,1,A,4
PRE,N,S,1,SEC_AR02,3979,1,Verificar as lâmpadas de sinalização,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR02,3980,2,Limpar o filtro do dreno de condensados,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR02,3981,3,Limpar as aletas do condensador,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR02,3982,4,Limpeza geral,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RME,1,A,1
PRE,N,S,1,SEC_AR02,3983,5,Revisão Mecânica,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RTM,1,A,2
PRE,N,S,1,SEC_AR02,3984,6,Revisão Elétrica,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RTM,1,A,3
PRE,N,S,1,SEC_AR02,3985,7,Revisão Pneumática,,2011-08-26T17:17:56,2011-08-26T17:17:56,,RTM,1,A,4
PRE,N,S,1,SUBES69,3994,1,Limpeza gera na sala de comando 1,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,SUBES69,3995,2,Completar nível de água das baterias,Água destilada,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,SUBES69,3996,3,Ligar os ventiladores do transformador por 10min,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,SUBES69,3997,4,Revisão geral - Serviço Terceirizado,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RAN,1,A,
PRE,N,S,1,GERADOR,3998,1,Verificar o nível de óleo de lubrificação,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,3999,2,Verificar o nível do líquido refrigerador,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,4000,3,Verificar o nível de combustível,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,4001,4,Verificar a carga da bateria,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,4002,5,Verificar as correias,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,4003,6,Verificar o controle do indicador de restrição do filtro de ar,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,4004,7,Ligar sem carga por 10 min e procurar vazamento,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,4005,8,Verificar o nível de óleo de eletrolítico na bateria,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RME,1,A,1
PRE,N,S,1,GERADOR,4006,9,Revisão Mecânica,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RTM,1,A,2
PRE,N,S,1,GERADOR,4007,10,Revisão Elétrica,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RTM,1,A,3
PRE,N,S,1,GERADOR,4008,11,Trocar o óleo de lubrificação,,2011-08-26T17:17:57,2011-08-26T17:17:57,,RAN,1,A,6
PRE,N,S,1,GERADOR,4009,12,Trocar o filtro de óleo de lubrificação,,2011-08-26T17:17:58,2011-08-26T17:17:58,,RAN,1,A,5
PRE,N,S,1,GERADOR,4010,13,Trocar o filtro do turbo,,2011-08-26T17:17:58,2011-08-26T17:17:58,,RAN,1,A,7
PRE,N,S,1,GERADOR,4011,14,Trocar o elemento do filtro de ar,,2011-08-26T17:17:58,2011-08-26T17:17:58,,RAN,1,A,8
PRE,N,S,1,GERADOR,4012,15,Trocar o filtro de combustível,,2011-08-26T17:17:58,2011-08-26T17:17:58,,RAN,1,A,9
PRE,N,S,1,GERADOR,4013,16,Limpar o sistema de refrigeração,,2011-08-26T17:17:58,2011-08-26T17:17:58,,RAN,1,A,4
PRE,N,S,1,EMP 01 - TOYOTA,5104,1,Verificar o nível do óleo lubrificante,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 01 - TOYOTA,5105,2,Verificar a borracha e a tampa do radiador,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 01 - TOYOTA,5106,3,Verificar vazamento de óleo nas válvulas hidráulicas,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 01 - TOYOTA,5107,4,Verificar vazamentos e áreas danificadas nos cilindros hidráulicos,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 01 - TOYOTA,5108,5,Verificar o nível do óleo de freio,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 01 - TOYOTA,5109,6,Verificar o nível e vazamento de água do radiador,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 01 - TOYOTA,5110,7,Verificar as condições gerais de funcionamento do motor,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5111,8,Verificar o funcionamento da válvula de GLP,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5112,9,Verificar vazamento de óleo lubrificante,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5113,10,Verificar a tensão da correia do ventilador do radiador,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5114,11,Verificar vazamento do óleo do diferencial e o seu nível,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5115,12,Verificar vazamento do óleo da transmissão e o seu nível,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5116,13,Verificar as condições dos pneus,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5117,14,Verificar os rolamentos das rodas dianteiras,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5118,15,Verificar os rolamentos das rodas traseiras,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5119,16,Verificar o nível e as condições do óleo hidráulico,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5120,17,Verificar folgas no acoplamento das alavancas de controle,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5121,18,Verificar válvula de alívio e a função da válvula de travamento de declive,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5122,19,Verificar as condições das tubulações de óleo,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5123,20,Verificar as condições da bomba de óleo (vazamento e ruído),,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5124,21,Verificar o pino e a haste dos cilindros,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5125,22,Verificar velocidade de elevação dos cilindros,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5126,23,Verificar movimentos anormais nos cilindros,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5127,24,Verificar descida e inclinação frontal do cilindro,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5128,25,Verificar vazamento do óleo na válvula da direção,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5129,26,Verificar a tensão da corrente de elevação,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5130,27,Lubrificar a corrente de elevação,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5131,28,Limpar o filtro de ar,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 01 - TOYOTA,5132,29,Trocar o filtro do óleo lubrificante e o óleo lubrificante,Óleo 40,2011-09-01T00:00:00,,,RTM,,A,3
PRE,N,S,1,EMP 01 - TOYOTA,5133,30,Verificar rachaduras no distribuidor da ignição,,2011-09-01T00:00:00,,,RSM,,A,7
PRE,N,S,1,EMP 01 - TOYOTA,5134,31,Verificar faísca e folga no plug da ignição,,2011-09-01T00:00:00,,,RSM,,A,7
PRE,N,S,1,EMP 01 - TOYOTA,5135,32,Verificar as condições do plug de ignição,,2011-09-01T00:00:00,,,RSM,,A,9
PRE,N,S,1,EMP 01 - TOYOTA,5136,33,Verificar tempo de ignição,,2011-09-01T00:00:00,,,RSM,,A,9
PRE,N,S,1,EMP 01 - TOYOTA,5137,34,Trocar o filtro de combustível,,2011-09-01T00:00:00,,,RSM,,A,11
PRE,N,S,1,EMP 01 - TOYOTA,5138,35,Trocar o óleo da transmissão,Tellus 68,2011-09-01T00:00:00,,,RSM,,A,11
PRE,N,S,1,EMP 01 - TOYOTA,5139,36,Trocar o filtro do óleo da transmissão,,2011-09-01T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP 01 - TOYOTA,5140,37,Trocar o óleo de freio,DOT 3 ou 4,2011-09-01T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP 01 - TOYOTA,5141,38,Trocar o filtro de ar,,2011-09-01T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP 01 - TOYOTA,5142,39,Trocar o óleo da caixa do diferencial,Óleo 90 ou 140,2011-09-01T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP 01 - TOYOTA,5143,40,Trocar o filtro do óleo hidráulico,,2011-09-01T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 01 - TOYOTA,5144,41,Limpar o tanque do óleo hidráulico,,2011-09-01T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 01 - TOYOTA,5145,42,Verificar pressão de alívio das válvulas de controle de óleo,,2011-09-01T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 01 - TOYOTA,5146,43,Verificar as condições dos eixos traseiro e dianteiro,,2011-09-01T00:00:00,,,RAN,,A,8
PRE,N,S,1,EMP 01 - TOYOTA,5147,44,Verificar folgas nos sistema de direção,,2011-09-01T00:00:00,,,RAN,,A,10
PRE,N,S,1,EMP 01 - TOYOTA,5148,45,Verificação geral do motor,,2011-09-01T00:00:00,,,RAN,,A,12
PRE,N,S,1,EMP 02 - TOYOTA,5149,1,Verificar o nível do óleo lubrificante,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 02 - TOYOTA,5150,2,Verificar a borracha e a tampa do radiador,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 02 - TOYOTA,5151,3,Verificar vazamento de óleo nas válvulas hidráulicas,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 02 - TOYOTA,5152,4,Verificar vazamentos e áreas danificadas nos cilindros hidráulicos,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 02 - TOYOTA,5153,5,Verificar o nível do óleo de freio,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 02 - TOYOTA,5154,6,Verificar o nível e vazamento de água do radiador,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 02 - TOYOTA,5155,7,Verificar as condições gerais de funcionamento do motor,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5156,8,Verificar o funcionamento da válvula de GLP,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5157,9,Verificar vazamento de óleo lubrificante,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5158,10,Verificar a tensão da correia do ventilador do radiador,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5159,11,Verificar vazamento do óleo do diferencial e o seu nível,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5160,12,Verificar vazamento do óleo da transmissão e o seu nível,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5161,13,Verificar as condições dos pneus,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5162,14,Verificar os rolamentos das rodas dianteiras,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5163,15,Verificar os rolamentos das rodas traseiras,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5164,16,Verificar o nível e as condições do óleo hidráulico,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5165,17,Verificar folgas no acoplamento das alavancas de controle,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5166,18,Verificar válvula de alívio e a função da válvula de travamento de declive,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5167,19,Verificar as condições das tubulações de óleo,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5168,20,Verificar as condições da bomba de óleo (vazamento e ruído),,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5169,21,Verificar o pino e a haste dos cilindros,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5170,22,Verificar velocidade de elevação dos cilindros,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5171,23,Verificar movimentos anormais nos cilindros,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5172,24,Verificar descida e inclinação frontal do cilindro,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5173,25,Verificar vazamento do óleo na válvula da direção,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5174,26,Verificar a tensão da corrente de elevação,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5175,27,Lubrificar a corrente de elevação,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5176,28,Limpar o filtro de ar,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 02 - TOYOTA,5177,29,Trocar o filtro do óleo lubrificante e o óleo lubrificante,Óleo 40,2011-09-01T00:00:00,,,RTM,,A,3
PRE,N,S,1,EMP 02 - TOYOTA,5178,30,Verificar rachaduras no distribuidor da ignição,,2011-09-01T00:00:00,,,RSM,,A,7
PRE,N,S,1,EMP 02 - TOYOTA,5179,31,Verificar faísca e folga no plug da ignição,,2011-09-01T00:00:00,,,RSM,,A,7
PRE,N,S,1,EMP 02 - TOYOTA,5180,32,Verificar as condições do plug de ignição,,2011-09-01T00:00:00,,,RSM,,A,9
PRE,N,S,1,EMP 02 - TOYOTA,5181,33,Verificar tempo de ignição,,2011-09-01T00:00:00,,,RSM,,A,9
PRE,N,S,1,EMP 02 - TOYOTA,5182,34,Trocar o filtro de combustível,,2011-09-01T00:00:00,,,RSM,,A,11
PRE,N,S,1,EMP 02 - TOYOTA,5183,35,Trocar o óleo da transmissão,Tellus 68,2011-09-01T00:00:00,,,RSM,,A,11
PRE,N,S,1,EMP 02 - TOYOTA,5184,36,Trocar o filtro do óleo da transmissão,,2011-09-01T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP 02 - TOYOTA,5185,37,Trocar o óleo de freio,DOT 3 ou 4,2011-09-01T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP 02 - TOYOTA,5186,38,Trocar o filtro de ar,,2011-09-01T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP 02 - TOYOTA,5187,39,Trocar o óleo da caixa do diferencial,Óleo 90 ou 140,2011-09-01T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP 02 - TOYOTA,5188,40,Trocar o filtro do óleo hidráulico,,2011-09-01T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 02 - TOYOTA,5189,41,Limpar o tanque do óleo hidráulico,,2011-09-01T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 02 - TOYOTA,5190,42,Verificar pressão de alívio das válvulas de controle de óleo,,2011-09-01T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 02 - TOYOTA,5191,43,Verificar as condições dos eixos traseiro e dianteiro,,2011-09-01T00:00:00,,,RAN,,A,8
PRE,N,S,1,EMP 02 - TOYOTA,5192,44,Verificar folgas nos sistema de direção,,2011-09-01T00:00:00,,,RAN,,A,10
PRE,N,S,1,EMP 02 - TOYOTA,5193,45,Verificação geral do motor,,2011-09-01T00:00:00,,,RAN,,A,12
PRE,N,S,1,EMP 03 - TOYOTA,5194,1,Verificar o nível do óleo lubrificante,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 03 - TOYOTA,5195,2,Verificar a borracha e a tampa do radiador,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 03 - TOYOTA,5196,3,Verificar vazamento de óleo nas válvulas hidráulicas,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 03 - TOYOTA,5197,4,Verificar vazamentos e áreas danificadas nos cilindros hidráulicos,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 03 - TOYOTA,5198,5,Verificar o nível do óleo de freio,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 03 - TOYOTA,5199,6,Verificar o nível e vazamento de água do radiador,,2011-09-01T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 03 - TOYOTA,5200,7,Verificar as condições gerais de funcionamento do motor,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 03 - TOYOTA,5201,8,Verificar o funcionamento da válvula de GLP,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 03 - TOYOTA,5202,9,Verificar vazamento de óleo lubrificante,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 03 - TOYOTA,5203,10,Verificar a tensão da correia do ventilador do radiador,,2011-09-01T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 03 - TOYOTA,5204,11,Verificar vazamento do óleo do diferencial e o seu nível,,2011-09-01T00:00:00,,,RME,,A,2
